#      az(d)       el(d) polygon_ids
  16.967621   -1.151388 1748
 359.829712    0.174200 1491
  12.500384   -0.535458 1724
  17.012114   -1.162797 1748
 341.416412   -0.405471 2994
  21.023785   -0.735519 1903
  12.412984   -0.116502 1724
  21.752878   -0.766440 2389
 352.987030    0.535345 1435
 356.606964   -0.266785 3123
 334.726135   -0.016331 2926
 338.821716   -0.567008 2971
 338.537476    0.000470 1306
 359.260620   -0.806681 3146
  18.488020    0.639597  365
 354.916046    0.327231 1454
 345.334595    0.664851 1375
  32.162228   -0.488512 2446
  30.860290   -0.665010 2435
  15.061434   -1.190756 2096
   6.348093   -0.153236 2246
  27.703472    0.690605  804
 340.566498   -0.890630 2986
  10.661545   -0.707249 1710
   0.588001    0.363704    0
   9.308817   -0.934484 1701
  21.388104   -0.718412 1906
   9.078505   -0.774982 1688
 336.701355    0.015126 1245
  16.826971   -0.533385 1875
  35.648663    0.047966 1138
  34.283241   -0.605073 2461
  17.200369    0.935375  388
 345.130341    0.863175 1372
  13.820785    1.145747  313
 354.867798    0.985113 1454
 349.488586    0.879515 1403
 348.114533    0.875475 1390
 349.202820    0.831309 1403
 358.755707    0.911622 1488
  19.747225    1.186716  202
 346.840485    1.048823 1380
 347.422577   -0.616372 3047
 331.773438   -0.233561 2868
  30.785593    0.940590  826
 336.148163    0.252311 1249
 342.796661    0.995616 1345
 338.886963    0.938610 1309
 344.992828    0.775446 1367
 336.750977   -0.079495 2952
  21.440983   -0.973992 1906
 334.389160   -0.707167 2883
 338.759155    0.361629 1309
 340.149841    0.975901 1317
 341.146942   -0.491619 2994
 332.143890    0.996265 1210
  19.316477    0.440832  143
  11.065954   -0.717535 1708
 332.540863    0.157097 1210
 331.682678    0.425323 1260
 337.657715    1.015424 1302
 331.485901    0.838960 1203
 338.648224    0.336008 1309
  31.882021    1.063581  830
 340.246765    1.054545 1507
 342.422333    0.265727 1340
 338.543457   -0.554327 2971
 339.669922   -0.607790 2985
 347.581573    0.972923 1389
