#az(d)       el(d) polygon_ids
  13.214082    0.806940  111
  25.162676   -0.769939 2644
  16.321177   -0.500677 1760
 332.761394    0.556936 1217
  25.561468    0.390061  877
   9.107867    0.059124   75
  27.297235   -0.988988 2599
  13.576201   -0.760669 1729
  20.754482    1.070006  148
  25.281125    1.037933 1201
 347.082367    0.439371 1384
 332.980275    0.686657 1223
 351.593597   -0.301432 3079
  25.722448    0.148972  879
  35.813651   -0.684789 2468
  33.338566   -0.372253 2453
  24.094000   -0.800900 2720
 358.734039    0.972815 1485
  16.088491    0.831221  490
  19.346628   -0.402454 1939
  31.136753    0.455995  826
  24.248324   -0.274463 2519
 359.144592   -0.751044 3145
  18.822516    0.900129  277
 352.292176    0.227220 1429
  31.514252    0.893136  830
  12.412040    1.005784  107
  33.725056    0.336549  841
  35.567070    0.086933  852
  30.134420    0.389733  816
  31.831896   -0.333300 2446
   1.969307    0.654543   19
  18.301590   -0.586912 1974
 339.669916   -0.607799 2985
  18.198600   -0.327434 1887
 346.186035   -0.312141 3040
  10.641547   -0.891790 1708
  22.260617   -0.294290 2200
  22.446304   -0.321352 2083
  13.506180    0.479934  116
  27.519274    0.898156  804
   3.974904   -0.371353 1652
  23.564138   -1.049314 2620
   6.351230   -0.816165 1666
  21.711292    0.159271  246
 356.581177    0.884387 1468
   3.071320    0.297508   25
  18.819582   -0.567030 1889
  12.810820    0.311490  111
 346.700378   -0.656432 3040
  17.508297   -0.687173 2039
 339.439143   -0.722093 2972
 358.079529   -0.003364 3136
  15.406041   -0.043153 2158
  30.033905   -0.833639 2429
 334.489183    0.100183 1229
 352.705776   -0.065901 3082
  18.278460    0.031020  411
  12.500384   -0.535458 1724
 357.790710   -0.809663 3126
  15.401408    0.299705  518
 351.752075    0.040075 1423
 335.375349   -0.138585 2889
 352.335053   -0.291296 3082
  11.117696   -0.113134 1716
 356.727325   -0.736037 3123
  26.240787   -0.708467 2553
   7.877682    0.164747   63
 332.712769    1.015126 1261
 359.493500    0.304445 1491
  35.306473    0.337390  852
 347.733429   -0.329850 3051
 358.194428   -0.957977 3136
 337.827889    0.364377 1302
  11.997675    0.632285  107
 348.683709   -0.052700 3055
  30.708897    0.650745  822
  21.979316   -0.617286 2166
 356.606964   -0.266785 3123
   7.930942    0.790909   68
 344.836212    0.682829 1367
  20.603127    1.163713  148
   4.818822   -0.742158 1653
 356.450732    0.096780 1466
  30.637526    0.279399  822
 346.340607    0.916988 1378
 356.822174   -0.984080 3121
  11.794638    0.708447   99
  20.730928    1.054273  148
   7.068569   -0.885113 1671
   1.517507    0.571848   14
   6.994726   -0.323264 2252
   6.108322    0.636627   51
 350.985352   -0.611572 3066
  29.806143   -0.714606 2428
   9.432060   -0.593523 1702
  33.465027   -0.813932 2453
  23.289167    1.184220  872
 350.625702    0.208709 1410
 339.526977   -0.404293 2980
 357.795074    0.039235 1477
  32.259358    0.298461  833
  16.351652   -0.424204 1760
  30.949469   -0.059021 2435
  28.032755    0.405439  804
